EQUIPOS PARA REVISION QUITO - GUAYAQUIL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITEM;CD;AREA;MODELO;SN;ENE;MANTE_ENE;FEB;MANTE_FEB;MARZO;MANTE_MAR;ABRIL;MANTE_ABRIL;MAYO;MANTE_MAY;JUN;MANTE_JUN;JUL;MANTE_JUL;AGOST;MANTE_AGOSTO;SEP;MANTE_SEP;OCT;MANTE_OCT;NOV;MANTE_NOV;DIC;MANTE_DIC;;
57;CD CALACALI;SECOS;MC-9190;1328100505616    ;11/1/2024;Mantenimiento preventivo;8/2/2024;Mantenimiento preventivo;13/3/2024;Teclado con protector;11/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;6/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
58;CD CALACALI;SECOS;MC-9190;1400900500771    ;11/1/2024;Mantenimiento preventivo;8/2/2024;Mantenimiento preventivo;13/3/2024;Teclado con protector;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento  preventivo;11/9/2024;Mantenimiento preventivo;;;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
59;CD CALACALI;SECOS;MC-9190;1404300500529    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;11/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento  preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
60;CD CALACALI;SECOS;MC-9190;1400900500753    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;7/5/2024;Mantenimiento preventivo;6/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento  preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
61;CD CALACALI;SECOS;MC-9190;1404300500554    ;16/1/2024;Teclado con protector;7/2/2024;Mantenimiento preventivo;14/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento  preventivo;12/9/2024;Se retira a laboratorio;;;;;;;;
62;CD CALACALI;SECOS;MC-9190;1404300500535    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;6/6/2024;Mantenimiento preventivo;10/7/2024;Teclado con protector;8/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;21/12/2024;Mantenimiento preventivo;;
63;CD CALACALI;SECOS;MC-9190;1421800506735    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Carcasa inferior;13/3/2024;Carcasa inferior;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;6/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento  preventivo;12/9/2024;Mantenimeinto preventivo;;;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
;;;;1421800506735    ;;;;;13/3/2024;Teclado con protector;;;;;;;;;;;;;;;;;;;;
64;CD CALACALI;SECOS;MC-9190;1404300500525    ;11/1/2024;Teclado con protector;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Flex interno;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;21/12/2024;Mantenimiento preventivo;;
65;CD CALACALI;SECOS;MC-9190;1421800506805    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Teclado con protector;7/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;;;7/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;;;13/11/2024;Mantenimiento preventivo;13/12/2024;Mantenimiento preventivo;;
66;CD CALACALI;SECOS;MC-9190;1421000502479    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Teclado con protector;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;13/12/2024;Mantenimiento preventivo;;
67;CD CALACALI;SECOS;MC-9190;1400900500759    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Teclado con protector;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;6/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento  preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
68;CD CALACALI;SECOS;MC-9190;1400900500760    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Teclado con protector;10/7/2024;Mantenimiento preventivo;7/8/2024;Tactil;11/9/2024;Mantenimiento preventivo;;;13/11/2024;Mantenimiento preventivo;21/12/2024;Teclado con protector;;
;;;;1400900500760    ;;;;;;;;;;;;;;;7/8/2024;Flex interno;;;;;;;12/12/2024;Mantenimiento preventivo;;
;;;;1400900500760    ;;;;;;;;;;;;;;;7/8/2024;Carcasa inferior;;;;;;;;;;
;;;;1400900500760    ;;;;;;;;;;;;;;;7/8/2024;Carcasa superior;;;;;;;;;;
69;CD CALACALI;SECOS;MC-9190;1400900500841    ;16/1/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;;;
70;CD CALACALI;SECOS;MC-9190;1404300500528    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Boton gatillo ;;;;;11/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento  preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
71;CD CALACALI;SECOS;MC-9190;1421000502462    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Teclado con protector;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento  preventivo;11/9/2024;Mantenimiento preventivo;;;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
72;CD CALACALI;SECOS;MC-9190;1421800506834    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Boton gatillo;10/4/2024;Tactil;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento  preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;26/12/2024;Mantenimiento preventivo;;
;;;;1421800506834    ;;;;;;;;;;;;;;;;;;;;;;;12/12/2024;Teclado con protector;;
73;CD CALACALI;SECOS;MC-9190;1418000504162    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Tactil;8/5/2024;Mantenimiento preventivo;;;11/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;;;14/11/2024;Mantenimeinto preventivo;12/12/2024;Mantenimiento preventivo;;
;;;;1418000504162    ;;;;;;;10/4/2024;Carcasa superior;;;;;;;;;;;;;;;;;;
;;;;1418000504162    ;;;;;;;10/4/2024;Flex interno;;;;;;;;;;;;;;;;;;
74;CD CALACALI;SECOS;MC-9190;1418000504158    ;16/1/2024;Mantenimiento preventivo;8/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento  preventivo;12/9/2024;Mantenimeinto preventivo;9/10/2024;Teclado con protector;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
75;CD CALACALI;SECOS;MC-9190;1400900500756    ;16/1/2024;Mantenimiento preventivo;8/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;11/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;11/9/2024;Teclado de protector;;;14/11/2024;Mantenimiento preventivo;21/12/2024;Mantenimiento preventivo;;
;;;;1400900500756    ;;;;;;;;;;;;;;;;;;;;;;;12/12/2024;Carcasa inferior;;
76;CD CALACALI;SECOS;MC-9190;1404300500523    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;6/6/2024;Tactil ;10/7/2024;Mantenimiento preventivo;8/8/2024;Se devuelve;11/9/2024;Teclado de protector;9/10/2024;Mantenimiento preventivo;13/11/2024;Se retira a laboratorio;;;;
;;;;1404300500523    ;;;;;;;;;;;5/6/2024;Mantenimiento preventivo;;;;;;;;;;;;;;
77;CD CALACALI;SECOS;MC-9190;1328100505620    ;16/1/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;;;
78;CD CALACALI;SECOS;MC-9190;1400900500758    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento  preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;13/12/2024;Mantenimiento preventivo;;
79;CD CALACALI;SECOS;MC-9190;1402600504370    ;16/1/2024;Mantenimiento preventivo;8/2/2024;Mantenimiento preventivo;13/3/2024;Teclado con protector;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento  preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
80;CD CALACALI;SECOS;MC-9190;1404300500538    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;14/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimeinto preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimeinto preventivo;;
;;;;1404300500538    ;;;;;;;;;;;;;;;;;;;;;;;12/12/2024;Teclado con prtector;;
81;CD CALACALI;SECOS;MC-9190;1421800506728    ;16/1/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;;;
82;CD CALACALI;SECOS;MC-9190;1418000504177    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;11/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;6/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;13/12/2024;Mantenimiento preventivo;;
83;CD CALACALI;SECOS;MC-9190;1400900500768    ;16/1/2024;Carcasa inferior;8/2/2024;Mantenimiento preventivo;13/3/2024;Carcasa inferior;10/4/2024;Teclado con protector;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento  preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Teclado con protector;12/12/2024;Mantenimiento preventivo;;
;;;;1400900500768    ;11/1/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;13/11/2024;Carcasa inferior;;;;
84;CD CALACALI;SECOS;MC-9190;1421000502459    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Carcasa superior;6/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento  preventivo;12/9/2024;Mantenimeinto preventivo;9/10/2024;Mantenimiento preventivo;;;;;;
;;;;1421000502459    ;;;;;;;;;8/5/2024;Carcasa inferior;;;;;;;;;;;;;;;;
;;;;1421000502459    ;;;;;;;;;8/5/2024;Flex intero;;;;;;;;;;;;;;;;
;;;;1421000502459    ;;;;;;;;;8/5/2024;Tactil;;;;;;;;;;;;;;;;
85;CD CALACALI;SECOS;MC-9190;1400900500776    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;;;14/11/2024;Mantenimiento preventivo;21/12/2024;Mantenimiento preventivo;;
86;CD CALACALI;SECOS;MC-9190;1400900500773    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;11/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimeinto preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
87;CD CALACALI;SECOS;MC-9190;1404300500532    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;21/12/2024;Mantenimiento preventivo;;
88;CD CALACALI;SECOS;MC-9190;1421800506809    ;11/1/2024;Mantenimiento preventivo;8/2/2024;Mantenimiento preventivo;22/3/2024;Mantenimiento preventivo;11/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;5/6/2024;Carcasa inferior;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimeinto preventivo;;;13/11/2024;Mantenimiento preventivo;13/12/2024;Mantenimiento preventivo;;
89;CD CALACALI;SECOS;MC-9190;1421800506887    ;11/1/2024;Teclado con protector;7/2/2024;Carcasa inferior;22/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Teclado con protector;12/12/2024;Mantenimiento preventivo;;
90;CD CALACALI;SECOS;MC-9190;1400900500764    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;11/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;7/8/2024;Teclado con protector;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
91;CD CALACALI;SECOS;MC-9190;1400900500754    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;22/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;9/5/2024;Tactil;5/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;8/8/2024;Teclado con protector;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;13/12/2024;Mantenimiento preventivo;;
92;CD CALACALI;SECOS;MC-9190;1421800506756    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;7/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;11/9/2024;Carcasa inferior;9/10/2024;Teclado con protector;13/11/2024;Mantenimiento preventivo;13/12/2024;Mantenimiento preventivo;;
93;CD CALACALI;SECOS;MC-9190;1400900500779    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;22/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;7/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;14/11/2024;Carcasa superior;13/12/2024;Mantenimiento preventivo;;
;;;;1400900500779    ;;;;;;;;;;;;;;;;;;;;;14/11/2024;Tactil;;;;
;;;;1400900500779    ;;;;;;;;;;;;;;;;;;;;;13/11/2024;Mantenimiento preventivo;;;;
;;;;1400900500779    ;;;;;;;;;;;;;;;;;;;;;14/11/2024;Carcasa inferior;;;;
94;CD CALACALI;SECOS;MC-9190;1400900500777    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimeinto preventivo;9/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
95;CD CALACALI;SECOS;MC-9190;1421800506312    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Carcasa inferior;10/4/2024;Teclado con protector;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;12/9/2024;Tactil;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
;;;;1421800506312    ;;;;;;;;;;;;;;;;;12/9/2024;Carcasa inferior;;;;;;;;
;;;;1421800506312    ;;;;;;;;;;;;;;;;;12/9/2024;Carcasa superior;;;;;;;;
96;CD CALACALI;SECOS;MC-9190;1421800506515    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Teclado con protector;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Tactil;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
97;CD CALACALI;SECOS;MC93;22279522505012    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;11/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimeinto preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;26/12/2024;Mantenimiento preventivo;;
98;CD CALACALI;SECOS;MC93;22192522509238    ;9/1/2024;Mantenimiento preventivo;6/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;7/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;;;6/8/2024;Mantenimiento preventivo;10/9/2024;Mantenimiento preventivo;8/10/2024;Mantenimiento preventivo;12/11/2024;Mantenimiento preventivo;10/12/2024;Mantenimeiento preventivo;;
99;CD CALACALI;SECOS;MC93;22279522504982    ;16/1/2024;Mantenimiento preventivo;8/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;7/5/2024;Mantenimiento preventivo;11/6/2024;Se retira a laboratorio;;;6/8/2024;Se da de baja;;;;;;;;;;
100;CD CALACALI;SECOS;MC93;22192522504247    ;16/1/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;;;
101;CD CALACALI;SECOS;MC93;22279522505004    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimeinto preventivo;;;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
102;CD CALACALI;SECOS;WT41;18202523020008    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
103;CD CALACALI;SECOS;WT41;19006533025340    ;16/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;
104;CD CALACALI;SECOS;WT41;19007523021731    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
105;CD CALACALI;SECOS;WT41;18200523024015    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
106;CD CALACALI;SECOS;WT41;19008523020019    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
107;CD CALACALI;SECOS;WT41;19007523021913    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;8/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
